,City,Price,Bedroom,Bathroom,Face,Road,Amenities,Unit,New_Area,Road_Width,Number of Amenities
10,Pokhara,32000000,4,5,South West,15 Feet / Blacktopped,"[""'Parking'"", "" 'Backyard'""]",Aana,14.0,15,2
12,Kathmandu,15000000,2,2,South,12 Feet / Gravelled,"[""'Parking'""]",Aana,5.0,12,1
13,Kathmandu,52500000,5,5,South East,20 Feet / Blacktopped,"[""'Parking'"", "" 'Garage'"", "" 'Modular Kitchen'"", "" 'Microwave'"", "" 'Garden'"", "" 'Drainage'"", "" 'Water Supply'"", "" 'Solar Water'"", "" 'Water Well'""]",Aana,8.0,20,9
14,Kathmandu,26500000,6,6,East,13 Feet / Paved,"[""'Parking'""]",Aana,4.0,13,1
15,Kathmandu,25500000,6,6,East,13 Feet / Gravelled,"[""'Parking'""]",Aana,4.0,13,1
17,Kathmandu,18500000,4,4,South,13 Feet,"[""'Parking'""]",Aana,6.0,13,1
18,Kathmandu,62000000,7,4,East,0 Feet,[''],Aana,10.0,0,1
22,Kathmandu,145000000,95,40,East,20 Feet / Blacktopped,"[""'Parking'"", "" 'Garage'""]",Aana,21.0,20,2
23,Kathmandu,55000000,5,6,South,20 Feet / Gravelled,"[""'Parking'"", "" 'Garden'""]",Aana,19.0,20,2
25,Kathmandu,37000000,6,6,South East,32 Feet,"[""'Parking'"", "" 'Garage'""]",Aana,6.1,32,2
26,Kathmandu,102500000,6,6,East,13 Feet / Blacktopped,"[""'Parking'"", "" 'Garage'"", "" 'Backyard'"", "" 'Balcony'"", "" 'Air Condition'"", "" 'Frontyard'"", "" 'Fencing'"", "" 'Garden'"", "" 'Modular Kitchen'"", "" 'Water Supply'"", "" 'Drainage'"", "" 'Solar Water'"", "" 'Water Well'""]",Aana,19.0,13,13
28,Kathmandu,58500000,6,6,East,16 Feet / Blacktopped,"[""'Parking'"", "" 'Garage'""]",Aana,6.5,16,2
32,Kathmandu,130000000,5,6,East,15 Feet / Blacktopped,"[""'Parking'"", "" 'Garage'"", "" 'Air Condition'"", "" 'Balcony'"", "" 'Frontyard'"", "" 'Fencing'"", "" 'Garden'"", "" 'Microwave'"", "" 'Modular Kitchen'"", "" 'TV Cable'"", "" 'Washing Machine'"", "" 'Wifi'"", "" 'Drainage'"", "" 'Water Supply'"", "" 'Solar Water'"", "" 'Water Well'"", "" 'Water Tank'""]",Aana,10.0,15,17
33,Kathmandu,105000000,8,8,East,15 Feet / Blacktopped,"[""'Parking'"", "" 'Garage'""]",Aana,21.0,15,2
34,Kathmandu,105000000,5,5,South,15 Feet / Gravelled,"[""'Parking'"", "" 'Garage'"", "" 'Balcony'"", "" 'Backyard'"", "" 'Deck'"", "" 'Frontyard'"", "" 'Fencing'"", "" 'Garden'"", "" 'Microwave'"", "" 'Modular Kitchen'"", "" 'Washing Machine'"", "" 'Drainage'"", "" 'Water Supply'"", "" 'Solar Water'"", "" 'Water Well'"", "" 'Water Tank'"", "" 'CCTV'"", "" 'Kids Playground'"", "" 'Store Room'""]",Ropani,64.0,15,19
36,Kathmandu,40000000,7,7,East,15 Feet / Blacktopped,"[""'Parking'""]",Aana,7.0,15,1
37,Kathmandu,26500000,6,6,West,14 Feet / Blacktopped,"[""'Parking'""]",Aana,5.0,14,1
39,Kathmandu,22500000,6,6,North East,18 Feet / Blacktopped,"[""'Parking'""]",Aana,3.1,18,1
40,Kathmandu,60000000,6,6,South East,15 Feet / Soil Stabilized,"[""'Parking'""]",Aana,11.0,15,1
41,Kathmandu,250000000,6,5,East,15 Feet,"[""'Parking'"", "" 'Garage'"", "" 'Balcony'"", "" 'Garden'"", "" 'Water Supply'"", "" 'Drainage'"", "" 'Water Tank'"", "" 'Solar Water'""]",Aana,30.0,15,8
42,Kathmandu,40000000,9,6,East,13 Feet / Paved,"[""'Parking'""]",Aana,9.0,13,1
43,Kathmandu,30000000,6,5,East,15 Feet / Blacktopped,"[""'Parking'"", "" 'Garage'"", "" 'Balcony'"", "" 'Modular Kitchen'"", "" 'Water Supply'"", "" 'Drainage'"", "" 'Water Well'"", "" 'Solar Water'"", "" 'Water Tank'""]",Aana,3.5,15,9
44,Kathmandu,65000000,6,6,East,14 Feet / Gravelled,"[""'Parking'"", "" 'Garage'"", "" 'Air Condition'"", "" 'Microwave'"", "" 'Modular Kitchen'"", "" 'Water Supply'"", "" 'Drainage'"", "" 'Water Well'"", "" 'Solar Water'"", "" 'Water Tank'""]",Aana,12.0,14,10
45,Kathmandu,33000000,5,6,North,13 Feet / Blacktopped,"[""'Parking'"", "" 'Garden'""]",Aana,5.0,13,2
46,Kathmandu,30500000,5,5,West,13 Feet / Blacktopped,"[""'Parking'""]",Aana,4.0,13,1
48,Kathmandu,28000000,6,6,South East,13 Feet / Blacktopped,"[""'Parking'""]",Aana,4.0,13,1
49,Kathmandu,41000000,10,5,South East,26 Feet / Blacktopped,"[""'Parking'""]",Aana,4.0,26,1
50,Kathmandu,27000000,6,6,East,14 Feet / Gravelled,"[""'Parking'"", "" 'Garage'""]",Aana,4.5,14,2
51,Kathmandu,22000000,5,5,East,13 Feet / Soil Stabilized,"[""'Parking'""]",Aana,3.1,13,1
52,Kathmandu,37000000,5,5,South East,15 Feet / Blacktopped,"[""'Parking'"", "" 'Garage'"", "" 'Frontyard'"", "" 'Water Supply'"", "" 'Drainage'"", "" 'Solar Water'"", "" 'Water Tank'""]",Aana,8.0,15,7
54,Kathmandu,22500000,5,3,East,13 Feet,"[""'Parking'"", "" 'Balcony'"", "" 'Water Well'"", "" 'Store Room'"", "" 'Frontyard'"", "" 'Garden'"", "" 'Water Supply'"", "" 'Solar Water'"", "" 'TV Cable'""]",Aana,4.0,13,9
55,Bhaktapur,29000000,3,3,North,20 Feet / Blacktopped,"[""'Parking'"", "" 'Garage'"", "" 'Air Condition'"", "" 'Balcony'"", "" 'Deck'"", "" 'Fencing'"", "" 'Frontyard'"", "" 'Microwave'"", "" 'Modular Kitchen'"", "" 'Swimming Pool'"", "" 'TV Cable'"", "" 'Washing Machine'"", "" 'Drainage'"", "" 'Water Supply'"", "" 'Solar Water'"", "" 'Water Tank'"", "" 'Internet'""]",Aana,4.5,20,17
58,Kathmandu,37500000,5,5,South East,0 Feet,"[""'Parking'"", "" 'Balcony'"", "" 'Garden'"", "" 'Modular Kitchen'"", "" 'TV Cable'"", "" 'Drainage'"", "" 'Solar Water'"", "" 'Internet'"", "" 'Store Room'"", "" 'Wifi'""]",Aana,5.0,0,10
59,Kathmandu,13000000,2,1,West,0 Feet,"[""'Parking'""]",Aana,3.1,0,1
63,Bhaktapur,32500000,4,4,South,20 Feet / Paved,"[""'Parking'"", "" 'Balcony'"", "" 'Modular Kitchen'"", "" 'TV Cable'"", "" 'Washing Machine'"", "" 'Wifi'"", "" 'Drainage'"", "" 'Water Supply'"", "" 'Solar Water'"", "" 'Water Tank'"", "" 'Electricity Backup'"", "" 'Internet'"", "" 'Store Room'""]",Aana,7.0,20,13
67,Chitwan,7700000,4,2,East,16 Feet / Gravelled,"[""'Backyard'"", "" 'Balcony'"", "" 'Fencing'"", "" 'Frontyard'"", "" 'Water Tank'"", "" 'Parking'""]",Aana,6.0,16,6
84,Lalitpur,21000000,0,3,East,12 Feet,"[""'Parking'"", "" 'Balcony'"", "" 'Drainage'"", "" 'Garage'"", "" 'Frontyard'"", "" 'TV Cable'"", "" 'Wifi'"", "" 'Modular Kitchen'"", "" 'Water Well'"", "" 'Water Tank'"", "" 'Internet'""]",Aana,0.4,12,11
96,Kathmandu,45000000,4,4,South West,22 Feet,"[""'Garage'"", "" 'Balcony'"", "" 'Garden'"", "" 'Water Supply'"", "" 'TV Cable'"", "" 'Lawn'"", "" 'Frontyard'"", "" 'Modular Kitchen'"", "" 'Backyard'"", "" 'Deck'"", "" 'Drainage'"", "" 'Wifi'"", "" 'Fencing'""]",Aana,11.0,22,13
101,Kathmandu,3000000,0,0,West,16 Feet / Paved,[''],Aana,12.0,16,1
103,Kathmandu,2350000,0,0,South,13 Feet / Blacktopped,[''],Aana,5.0,13,1
106,Kathmandu,200000,0,0,North West,20 Feet,[''],Aana,10.0,20,1
107,Kathmandu,3500000,0,0,South,12 Feet / Paved,[''],Aana,6.1,12,1
109,Kathmandu,2800000,0,0,West,20 Feet / Blacktopped,[''],Aana,18.0,20,1
110,Kathmandu,3500000,0,0,East,30 Feet / Blacktopped,[''],Aana,18.0,30,1
117,Kathmandu,2600000,0,0,East,15 Feet / Blacktopped,[''],Aana,41.0,15,1
118,Kathmandu,3800000,0,0,East,30 Feet / Blacktopped,[''],Ropani,16.0,30,1
119,Kathmandu,3500000,0,0,South,30 Feet / Blacktopped,[''],Aana,10.0,30,1
120,Kathmandu,1000000,0,0,North,26 Feet,"[""'Parking'""]",Aana,3.0,26,1
121,Kathmandu,3500000,0,0,East,32 Feet,[''],Aana,8.1,32,1
122,Kathmandu,4200000,0,0,South,15 Feet,[''],Aana,8.0,15,1
123,Kathmandu,6000000,0,0,East,35 Feet / Blacktopped,[''],Ropani,128.0,35,1
127,Lalitpur,3500000,0,0,South West,7 Meter / Gravelled,[''],Aana,4.5,7,1
132,Kathmandu,5700000,0,0,East,14 Feet,[''],Aana,16.0,14,1
136,Kathmandu,2500000,0,0,South,15 Feet / Blacktopped,[''],Aana,9.0,15,1
138,Kathmandu,4000000,0,0,North East,15 Feet / Soil Stabilized,[''],Ropani,64.0,15,1
139,Kathmandu,250000,6,7,South East,16 Feet / Blacktopped,"[""'Parking'"", "" 'Garage'"", "" 'Air Condition'"", "" 'Backyard'"", "" 'Deck'"", "" 'Balcony'"", "" 'Frontyard'"", "" 'Fencing'"", "" 'Garden'"", "" 'Modular Kitchen'"", "" 'Microwave'"", "" 'TV Cable'"", "" 'Washing Machine'"", "" 'Wifi'"", "" 'Drainage'"", "" 'Water Supply'"", "" 'Solar Water'"", "" 'Water Well'"", "" 'Water Tank'""]",Aana,21.0,16,19
140,Kathmandu,5700000,0,0,East,15 Feet / Blacktopped,[''],Aana,4.0,15,1
141,Kathmandu,3000000,0,0,South West,13 Feet / Soil Stabilized,[''],Aana,5.0,13,1
152,Kathmandu,600000,5,4,East,0 Feet,"[""'Parking'"", "" 'Balcony'"", "" 'Modular Kitchen'"", "" 'Solar Water'"", "" 'Garage'"", "" 'Garden'""]",Ropani,80.0,0,6
153,Kathmandu,3000000,0,0,North,0 Feet,[''],Aana,5.0,0,1
171,Lalitpur,120000,5,4,East,0 Feet,[''],Aana,10.0,0,1
173,Kathmandu,3500000,0,0,East,14 Feet / Gravelled,[''],Ropani,16.0,14,1
176,Kathmandu,275000,0,0,East,0 Feet,"[""'Parking'"", "" 'Balcony'"", "" 'Garden'""]",Ropani,24.0,0,3
179,Kathmandu,3500000,0,0,South West,16 Feet,[''],Aana,1.0,16,1
180,Kathmandu,760000,0,0,North West,0 Feet,[''],Aana,1.0,0,1
199,Kathmandu,200000,6,4,East,0 Feet,[''],Aana,10.0,0,1
203,Kathmandu,200000,5,4,East,0 Feet,"[""'Parking'""]",Aana,25.0,0,1
204,Makwanpur,300000,0,0,North West,14 Feet / Gravelled,[''],Ropani,144.0,14,1
211,Kathmandu,3000000,0,0,East,13 Feet / Soil Stabilized,[''],Aana,4.0,13,1
213,Kathmandu,32500000,11,0,East,20 Feet / Blacktopped,[''],Aana,4.5,20,1
215,Nawalpur,11000000,3,4,East,15 Feet / Blacktopped,"[""'Parking'"", "" 'Balcony'"", "" 'Fencing'""]",Aana,4.0,15,3
216,Kathmandu,17000000,0,2,South,20 Feet / Blacktopped,"[""'Parking'""]",Aana,3.1,20,1
219,Lalitpur,900000,0,0,East,10 Feet,[''],Aana,5.0,10,1
223,Kathmandu,1300000,0,0,North,20 Feet / Blacktopped,[''],Aana,14.0,20,1
225,Lalitpur,300000,8,5,East,0 Feet,"[""'Parking'"", "" 'Balcony'""]",Aana,12.0,0,2
227,Kathmandu,50000000,3,3,South,20 Feet / Blacktopped,"[""'Parking'""]",Ropani,80.0,20,1
228,Chitwan,10500000,4,2,South,13 Feet / Blacktopped,"[""'Water Supply'"", "" 'Drainage'"", "" 'Water Tank'""]",Aana,4.0,13,3
229,Kathmandu,30000000,6,5,North,14 Feet / Gravelled,"[""'Parking'"", "" 'Water Tank'"", "" 'Solar Water'"", "" 'Water Supply'"", "" 'Drainage'"", "" 'Balcony'""]",Aana,5.0,14,6
230,Lalitpur,31500000,4,4,South,12 Feet / Paved,"[""'Garage'"", "" 'Garden'"", "" 'Balcony'"", "" 'Solar Water'"", "" 'Water Supply'"", "" 'Store Room'"", "" 'Electricity Backup'""]",Aana,4.3,12,7
233,Kathmandu,57500000,4,5,South West,20 Feet / Paved,"[""'Parking'"", "" 'Garage'"", "" 'Balcony'"", "" 'Garden'"", "" 'Water Supply'"", "" 'Drainage'"", "" 'Water Well'"", "" 'Solar Water'"", "" 'Water Tank'"", "" 'Security Staff'"", "" 'Maintenance'""]",Aana,8.0,20,11
243,Kathmandu,25000000,6,4,East,20 Feet / Paved,"[""'Parking'"", "" 'Balcony'"", "" 'Drainage'"", "" 'Water Supply'"", "" 'Water Tank'"", "" 'Internet'"", "" 'Kids Playground'""]",Aana,2.5,20,7
256,Kathmandu,37000000,5,6,South,20 Feet / Blacktopped,"[""'Garage'"", "" 'Parking'"", "" 'Water Supply'"", "" 'Drainage'"", "" 'Water Well'"", "" 'Solar Water'""]",Aana,4.0,20,6
269,Kathmandu,11000000,10,3,East,3 Feet,"[""'Electricity Backup'"", "" 'Solar Water'""]",Aana,4.0,3,2
274,Kathmandu,2400000,0,0,South East,12 Feet / Gravelled,[''],Aana,5.0,12,1
276,Kathmandu,2700000,0,0,West,13 Feet / Blacktopped,[''],Aana,13.0,13,1
277,Kathmandu,2300000,0,0,East,20 Feet / Blacktopped,[''],Aana,6.0,20,1
278,Kathmandu,37000000,5,5,South,20 Feet / Blacktopped,"[""'Parking'"", "" 'Garage'"", "" 'Water Supply'"", "" 'Drainage'"", "" 'Solar Water'"", "" 'Water Well'"", "" 'Water Tank'""]",Aana,4.0,20,7
279,Kathmandu,45000000,6,6,East,20 Feet / Blacktopped,"[""'Parking'"", "" 'Garage'"", "" 'Water Supply'"", "" 'Drainage'"", "" 'Water Well'"", "" 'Solar Water'""]",Aana,6.0,20,6
281,Lalitpur,39000000,2,1,East,0 Feet,"[""'Fencing'"", "" 'Frontyard'"", "" 'Backyard'"", "" 'Garden'"", "" 'Drainage'"", "" 'Water Well'"", "" 'Parking'"", "" 'Water Tank'"", "" 'Lawn'""]",Aana,11.0,0,9
282,Kathmandu,17000000,5,3,East,12 Feet / Paved,"[""'Balcony'"", "" 'Parking'"", "" 'Solar Water'"", "" 'Drainage'"", "" 'Water Supply'""]",Aana,3.75,12,5
287,Lalitpur,25000000,7,6,North East,13 Feet / Blacktopped,"[""'Backyard'"", "" 'Balcony'"", "" 'Frontyard'"", "" 'Modular Kitchen'"", "" 'Drainage'"", "" 'Water Supply'"", "" 'Solar Water'"", "" 'Water Tank'"", "" 'Water Well'"", "" 'Parking'""]",Aana,4.75,13,10
288,Bhaktapur,12500000,0,0,East,16 Feet,"[""'Parking'""]",Aana,3.0,16,1
289,Lalitpur,21000000,4,5,South West,20 Feet / Gravelled,[''],Aana,4.0,20,1
306,Kathmandu,1650000,0,0,West,28 Feet,[''],Aana,22.0,28,1
307,Kathmandu,45000000,5,6,North East,13 Feet / Paved,"[""'Garage'"", "" 'Balcony'"", "" 'Air Condition'"", "" 'Garden'"", "" 'Modular Kitchen'"", "" 'Drainage'"", "" 'Solar Water'"", "" 'Water Supply'"", "" 'Water Tank'"", "" 'Parking'""]",Aana,6.0,13,10
308,Kathmandu,22500000,6,5,East,14 Feet / Gravelled,"[""'Garage'"", "" 'Modular Kitchen'"", "" 'Drainage'"", "" 'Water Tank'"", "" 'Water Supply'""]",Aana,3.1,14,5
314,Kathmandu,23500000,6,5,East,13 Feet / Paved,"[""'Garage'""]",Aana,3.0,13,1
315,Kathmandu,102500000,6,6,East,13 Feet / Blacktopped,"[""'Garage'"", "" 'Lawn'"", "" 'Balcony'"", "" 'Fencing'"", "" 'Frontyard'"", "" 'Garden'"", "" 'Modular Kitchen'"", "" 'Washing Machine'"", "" 'Drainage'"", "" 'Water Supply'"", "" 'Solar Water'"", "" 'Water Tank'"", "" 'Kids Playground'"", "" 'Security Staff'"", "" 'Store Room'""]",Aana,19.0,13,15
319,Kathmandu,32500000,5,5,East,13 Feet / Blacktopped,"[""'Garage'""]",Aana,4.0,13,1
321,Kathmandu,24000000,7,8,South East,13 Feet / Gravelled,"[""'Parking'""]",Aana,5.0,13,1
323,Kathmandu,2200000,1,1,East,10 Feet / Gravelled,"[""'Garden'"", "" 'Water Supply'"", "" 'Parking'""]",Aana,12.5,10,3
324,Kathmandu,16800000,5,5,North East,14 Feet / Gravelled,"[""'Parking'""]",Aana,3.0,14,1
325,Kathmandu,34000000,6,6,North East,30 Feet / Blacktopped,"[""'Garage'"", "" 'Parking'""]",Aana,5.5,30,2
326,Kathmandu,22500000,5,5,South East,14 Feet / Gravelled,"[""'Parking'""]",Aana,3.0,14,1
330,Kathmandu,42500000,5,6,South East,14 Feet / Gravelled,"[""'Garage'"", "" 'Backyard'"", "" 'Balcony'"", "" 'Frontyard'"", "" 'Garden'"", "" 'Drainage'"", "" 'Solar Water'"", "" 'Water Supply'"", "" 'Water Tank'"", "" 'Store Room'""]",Aana,12.0,14,10
331,Kathmandu,790000,6,7,East,24 Feet / Blacktopped,"[""'Garage'"", "" 'Backyard'"", "" 'Lawn'"", "" 'Balcony'"", "" 'Frontyard'"", "" 'Fencing'"", "" 'Garden'"", "" 'Drainage'"", "" 'Solar Water'"", "" 'Water Supply'"", "" 'Water Well'"", "" 'Water Tank'"", "" 'Security Staff'"", "" 'Store Room'""]",Aana,80.0,24,14
333,Kathmandu,1300000,0,0,East,0 Feet,[''],Aana,7.2,0,1
334,Kathmandu,15000000,3,3,West,4 Feet,"[""'Garden'""]",Aana,8.2,4,1
339,Kathmandu,500000,22,4,East,0 Feet,[''],Aana,10.0,0,1
341,Kathmandu,15000000,4,4,West,0 Feet,"[""'Garage'""]",Aana,3.2,0,1
344,Kathmandu,23500000,0,0,North East,0 Feet / Alley,[''],Aana,3.0,0,1
355,Kathmandu,750000,0,0,East,0 Feet,[''],Aana,4.0,0,1
356,Lalitpur,30000000,4,4,East,0 Feet,"[""'Modular Kitchen'"", "" 'Swimming Pool'"", "" 'Solar Water'"", "" 'TV Cable'"", "" 'Garden'"", "" 'Balcony'""]",Aana,3.0,0,6
357,Kathmandu,81000000,6,6,East,15 Feet / Gravelled,"[""'Lawn'"", "" 'Garage'"", "" 'Backyard'"", "" 'Balcony'"", "" 'Fencing'"", "" 'Frontyard'"", "" 'Garden'"", "" 'Store Room'"", "" 'Kids Playground'"", "" 'Maintenance'"", "" 'Parking'"", "" 'Water Supply'"", "" 'Drainage'"", "" 'Solar Water'"", "" 'Water Tank'""]",Aana,21.0,15,15
358,Kathmandu,55000000,5,5,North,22 Feet / Blacktopped,"[""'Garage'"", "" 'Lawn'"", "" 'Backyard'"", "" 'Fencing'"", "" 'Garden'"", "" 'Frontyard'"", "" 'Water Well'"", "" 'Water Tank'"", "" 'Solar Water'"", "" 'Drainage'""]",Aana,12.0,22,10
360,Lalitpur,273258,4,0,East,10 Feet / Paved,"[""'Garage'"", "" 'Air Condition'"", "" 'Backyard'"", "" 'Balcony'"", "" 'Fencing'"", "" 'Frontyard'"", "" 'Garden'"", "" 'Microwave'"", "" 'Modular Kitchen'"", "" 'Water Tank'"", "" 'Parking'"", "" 'Solar Water'"", "" 'Water Supply'""]",Aana,23.0,10,13
361,Kathmandu,30000000,4,3,East,0 Feet,[''],Aana,3.0,0,1
362,Kathmandu,225000,0,3,West,16 Feet / Blacktopped,"[""'Balcony'"", "" 'Backyard'"", "" 'Frontyard'"", "" 'Modular Kitchen'"", "" 'Drainage'"", "" 'Water Supply'""]",Aana,7.0,16,6
363,Bhaktapur,375000,0,0,East,0 Feet,[''],Ropani,62.4,0,1
364,Kathmandu,17500000,5,4,North,15 Feet,"[""'Backyard'"", "" 'Fencing'"", "" 'Frontyard'"", "" 'Modular Kitchen'"", "" 'TV Cable'"", "" 'Washing Machine'"", "" 'Wifi'"", "" 'Drainage'"", "" 'Parking'"", "" 'Water Tank'"", "" 'Internet'"", "" 'Solar Water'"", "" 'Electricity Backup'"", "" 'Water Supply'"", "" 'Cafeteria'"", "" 'CCTV'""]",Aana,3.25,15,16
365,Kathmandu,1450000,0,0,South East,13 Feet,[''],Aana,4.5,13,1
367,Kathmandu,9500000,3,1,South,13 Feet / Gravelled,[''],Aana,3.0,13,1
369,Kathmandu,2900000,0,0,East,20 Feet / Gravelled,[''],Aana,14.0,20,1
371,Lalitpur,20000000,3,3,East,0 Feet,"[""'Parking'""]",Aana,3.0,0,1
373,Bhaktapur,1500000,0,0,South,20 Feet / Gravelled,[''],Ropani,24.0,20,1
375,Kathmandu,4100000,0,0,South East,18 Feet / Blacktopped,[''],Aana,16.0,18,1
379,Kathmandu,200000,5,4,South,0 Feet,"[""'Internet'"", "" 'Modular Kitchen'"", "" 'Solar Water'"", "" 'TV Cable'"", "" 'Garden'"", "" 'Water Tank'"", "" 'Wifi'"", "" 'Kids Playground'"", "" 'Balcony'"", "" 'Microwave'"", "" 'Drainage'"", "" 'CCTV'""]",Aana,12.0,0,12
399,Kathmandu,65000000,5,6,South East,22 Feet / Blacktopped,"[""'Garage'"", "" 'Lawn'"", "" 'Balcony'"", "" 'Water Supply'"", "" 'Solar Water'"", "" 'Drainage'"", "" 'Water Tank'"", "" 'Maintenance'"", "" 'Security Staff'"", "" 'Store Room'""]",Aana,8.0,22,10
402,Kathmandu,1800000,43,20,East,0 Feet,[''],Ropani,32.0,0,1
406,Kathmandu,200000,4,4,East,0 Feet,"[""'Modular Kitchen'"", "" 'Water Supply'"", "" 'Garden'"", "" 'Balcony'"", "" 'Parking'"", "" 'CCTV'""]",Aana,5.0,0,6
408,Bhaktapur,600000,0,0,East,0 Feet,[''],Ropani,80.0,0,1
411,Kathmandu,250000,17,19,East,0 Feet,"[""'Modular Kitchen'"", "" 'Water Supply'"", "" 'CCTV'"", "" 'Balcony'""]",Aana,6.0,0,4
421,Kathmandu,3000000,0,0,South,21 Feet,[''],Aana,12.02,21,1
432,Lalitpur,270000,5,4,South,13 Feet / Blacktopped,"[""'Frontyard'"", "" 'Parking'"", "" 'Water Well'"", "" 'Balcony'"", "" 'Solar Water'"", "" 'Garage'"", "" 'Backyard'"", "" 'Lawn'"", "" 'Kids Playground'"", "" 'Store Room'"", "" 'Water Tank'"", "" 'Security Staff'""]",Ropani,32.0,13,12
436,Kathmandu,3500000,0,0,North East,15 Feet / Blacktopped,[''],Aana,10.0,15,1
438,Lalitpur,2700000,0,0,South East,14 Feet / Gravelled,[''],Aana,8.0,14,1
439,Lalitpur,150000,4,4,East,0 Feet,"[""'Jacuzzi'"", "" 'Balcony'"", "" 'Garden'"", "" 'Microwave'"", "" 'Modular Kitchen'"", "" 'TV Cable'"", "" 'Water Supply'"", "" 'Solar Water'""]",Aana,4.5,0,8
444,Kathmandu,85000000,5,6,East,20 Feet / Blacktopped,"[""'Parking'""]",Aana,13.0,20,1
445,Kathmandu,160000000,6,6,East,20 Feet / Blacktopped,"[""'Parking'""]",Aana,21.0,20,1
447,Kathmandu,61000000,12,8,East,13 Feet / Blacktopped,"[""'Parking'"", "" 'Drainage'"", "" 'Solar Water'"", "" 'Water Tank'""]",Aana,11.0,13,4
448,Kathmandu,45000000,6,6,East,15 Feet / Blacktopped,"[""'Garage'"", "" 'Parking'"", "" 'Drainage'"", "" 'Solar Water'"", "" 'Water Tank'"", "" 'Water Supply'""]",Aana,6.0,15,6
449,Kathmandu,49500000,5,5,East,14 Feet / Blacktopped,"[""'Garage'""]",Aana,4.5,14,1
450,Kathmandu,24000000,6,6,North East,15 Feet / Blacktopped,"[""'Garage'""]",Aana,3.5,15,1
453,Kathmandu,22500000,5,5,East,14 Feet / Paved,"[""'Garage'""]",Aana,2.5,14,1
455,Kathmandu,68000000,0,0,East,30 Feet / Blacktopped,[''],Aana,8.0,30,1
457,Kathmandu,62000000,5,6,South West,14 Feet / Gravelled,"[""'Garage'"", "" 'Lawn'"", "" 'Balcony'"", "" 'Modular Kitchen'"", "" 'Drainage'"", "" 'Solar Water'"", "" 'Water Supply'"", "" 'Water Tank'"", "" 'Parking'""]",Aana,17.0,14,9
459,Kathmandu,69000000,7,7,South East,20 Feet / Blacktopped,"[""'Frontyard'"", "" 'Lawn'"", "" 'Garage'"", "" 'Water Supply'"", "" 'Solar Water'"", "" 'Drainage'"", "" 'Water Tank'"", "" 'Parking'"", "" 'Store Room'""]",Aana,12.0,20,9
460,Kathmandu,45000000,6,7,East,15 Feet / Blacktopped,"[""'Garage'"", "" 'Parking'"", "" 'Water Supply'"", "" 'Solar Water'"", "" 'Drainage'"", "" 'Washing Machine'"", "" 'Water Tank'""]",Aana,6.0,15,7
478,Bhaktapur,1500000,0,0,North,12 Feet,[''],Aana,6.0,12,1
481,Lalitpur,400000,0,5,North,1 Meter / Gravelled,"[""'Garage'"", "" 'Balcony'"", "" 'Garden'"", "" 'Frontyard'"", "" 'Water Well'""]",Aana,9.0,1,5
485,Kathmandu,23000000,5,5,West,13 Feet / Gravelled,"[""'Garage'""]",Aana,4.0,13,1
487,Kathmandu,60000000,5,6,East,13 Feet / Paved,"[""'Garage'""]",Aana,5.5,13,1
492,Kathmandu,55000000,5,6,South,14 Feet / Blacktopped,"[""'Garage'""]",Aana,7.0,14,1
493,Kathmandu,25500000,7,6,South West,14 Feet / Blacktopped,"[""'Garage'""]",Aana,3.75,14,1
504,Lalitpur,8700000,0,2,South,1 Feet / Concrete,"[""'Wifi'"", "" 'TV Cable'"", "" 'Store Room'""]",Aana,1.0,1,3
505,Lalitpur,12500000,2,1,East,13 Feet,[''],Aana,3.0,13,1
506,Lalitpur,130000,2,1,East,15 Feet,"[""'Water Tank'"", "" 'Water Well'"", "" 'Parking'""]",Aana,3.0,15,3
508,Lalitpur,23500000,4,4,West,13 Feet / Blacktopped,"[""'Solar Water'"", "" 'Water Well'"", "" 'Water Tank'"", "" 'Internet'"", "" 'Microwave'"", "" 'Garden'"", "" 'Garage'"", "" 'Balcony'"", "" 'Backyard'"", "" 'Modular Kitchen'"", "" 'Washing Machine'"", "" 'Wifi'"", "" 'Kids Playground'""]",Aana,3.75,13,13
512,Kathmandu,2650000,0,0,East,20 Feet / Gravelled,[''],Aana,3.3,20,1
513,Kathmandu,235000000,5,5,East,13 Feet / Gravelled,"[""'Garage'""]",Aana,3.0,13,1
514,Kathmandu,27600000,7,6,East,13 Feet / Gravelled,"[""'Garage'"", "" 'Store Room'"", "" 'Parking'""]",Aana,4.0,13,3
520,Kathmandu,70000000,6,7,East,15 Feet / Blacktopped,"[""'Parking'"", "" 'Garage'""]",Aana,22.0,15,2
521,Kathmandu,500000000,5,5,East,15 Feet / Blacktopped,"[""'Balcony'"", "" 'Garage'""]",Aana,4.5,15,2
522,Kathmandu,160000000,10,10,East,20 Feet / Blacktopped,"[""'Parking'""]",Aana,21.0,20,1
523,Kathmandu,42500000,6,6,South East,15 Feet / Blacktopped,"[""'Garage'"", "" 'Parking'""]",Aana,6.0,15,2
524,Kathmandu,18000000,5,5,North,13 Feet / Gravelled,"[""'Garage'""]",Aana,3.1,13,1
525,Kathmandu,27500000,6,6,East,14 Feet / Gravelled,"[""'Garage'""]",Aana,4.0,14,1
